6-Mar, 6225, 4.684243
GNPDA2, 4195, 4.623017
UGCG, 11715, 4.550314
LUZP1, 6056, 4.526989
NAP1L2, 6891, 4.485412
KCNB1, 5185, 4.428329
FGF9, 3745, 4.386745
CAB39, 1397, 4.306131
FOCAD, 3839, 4.304034
SCN8A, 9462, 4.301977
PREP, 8371, 4.278426
CKMT1A, 2058, 4.255945
TUBA8, 11562, 4.239780
IGFBP6, 4894, 4.233550
SRXN1, 10382, 4.231851
HARS, 4466, 4.219008
MYC, 6791, 4.208734
RFPL3, 8946, 4.207866
ARHGEF17, 658, 4.204585
FMR1, 3822, 4.203450
DNAJC16, 2859, 4.181627
RFPL2, 8945, 4.180221
OGDHL, 7421, 4.164727
C6orf136, 1354, 4.153126
CKMT1B, 2059, 4.143412
CCDC51, 1625, 4.128750
TIGD3, 10931, 4.121951
NCKIPSD, 6944, 4.119441
NCEH1, 6937, 4.096786
FNDC4, 3833, 4.092070
PGK1, 7861, 4.088378
SLC12A5, 9773, 4.086609
GOT2, 4221, 4.083270
AMIGO1, 407, 4.060695
LOC101928087, 5817, 4.053442
KCNA1, 5177, 4.037083
RELL2, 8912, 4.030856
TAF4B, 10678, 4.030336
KCNA2, 5178, 4.029429
GLRX, 4142, 4.025440
ZNF223, 12335, 4.003079
TCTEX1D1, 10809, 3.999053
ZDHHC3, 12208, 3.990241
STPG1, 10505, 3.988500
SUPT16H, 10569, 3.984711
INA, 4963, 3.979384
RTN2, 9322, 3.975386
PIP5K1B, 7971, 3.963575
STRBP, 10509, 3.961484
TCHH, 10800, 3.949543
GOT1, 4220, 3.949394
MICU3, 6448, 3.947063
ATP1A1, 834, 3.945768
SYNDIG1, 10613, 3.943783
GLS2, 4146, 3.942990
DEFB131A, 2691, 3.926525
SMIM8, 10080, 3.925078
ROCK2, 9138, 3.916025
TRIM37, 11382, 3.911681
MYADML2, 6783, 3.911415
GPAT3, 4228, 3.903920
SNAP25, 10099, 3.887956
ADAMTS5, 173, 3.883348
METTL21A, 6377, 3.879557
CIAPIN1, 2034, 3.879420
ZNF584, 12503, 3.867713
SCRT1, 9474, 3.867420
HSPA12A, 4763, 3.855714
SIRT4, 9748, 3.848692
ESYT1, 3366, 3.843699
AOC2, 531, 3.830969
