PRKCD, 8261, 6.686944
DKFZp779M0652, 2705, 6.288246
IFT22, 4778, 6.168936
SSTR1, 10231, 6.101963
GMFB, 4064, 6.058584
NUDT11, 7230, 5.804045
RNF150, 8941, 5.795901
RIIAD1, 8870, 5.759209
PPP4R4, 8203, 5.660940
RAP2B, 8629, 5.625705
GABRB1, 3860, 5.514645
GABRA5, 3859, 5.491432
PLPPR2, 7979, 5.452470
SLIT1, 9856, 5.433296
NDUFAF8, 6896, 5.403886
DYDC2, 2929, 5.382893
KIF21B, 5230, 5.302540
C1orf50, 1236, 5.263103
SYT17, 10455, 5.262866
TMSB10, 10996, 5.239144
LRRC3B, 5915, 5.237205
FAM171B, 3405, 5.227125
TUBB8P12, 11357, 5.221126
TMEM158, 10861, 5.220305
MMD, 6430, 5.218240
ATP2B4, 804, 5.213600
CMSS1, 2078, 5.211133
GRIN3A, 4247, 5.200567
MGST1, 6347, 5.170930
SH3RF1, 9537, 5.162481
ASCL2, 723, 5.160933
STUM, 10341, 5.148767
CETN2, 1857, 5.133125
LOC100506100, 5701, 5.084729
DTNBP1, 2893, 5.064042
TIMM8B, 10759, 5.022995
ZNF831, 12449, 4.997816
ATOH7, 782, 4.982085
MOB1B, 6442, 4.981175
PTGER3, 8404, 4.953372
UBA52, 11410, 4.947232
SNX7, 10018, 4.941105
CENPVL3, 1813, 4.910990
SLA, 9606, 4.884074
VAV1, 11632, 4.854028
CACNA1H, 1362, 4.849901
KLK10, 5306, 4.830687
STK25, 10307, 4.807704
SCN3B, 9317, 4.780244
ALKAL2, 360, 4.778405
UNC5B-AS1, 11524, 4.772817
PTGER4, 8405, 4.769107
LSM3, 5960, 4.761337
CEBPA, 1782, 4.750980
PKIA, 7881, 4.730346
RHBDD2, 8841, 4.720784
IL13RA2, 4821, 4.709156
KIRREL2, 5252, 4.676526
HIST1H2BK, 4505, 4.665315
TIMM10, 10748, 4.653794
FKBP1A, 3683, 4.639879
FAM71F1, 3490, 4.633551
CFD, 1869, 4.628090
RAB27B, 8530, 4.612354
EFCAB1, 2997, 4.572553
POLR2L, 8068, 4.571542
PNCK, 8014, 4.570984
CPNE6, 2254, 4.570665
LY6H, 5989, 4.542796
PTPRF, 8443, 4.515070
SMIM29, 9915, 4.513740
GTF2H5, 4303, 4.505938
RIPOR2, 8893, 4.501632
B9D1, 912, 4.497055
PTPRA, 8436, 4.484502
MEIS3, 6266, 4.474109
TMEFF2, 10821, 4.457066
RSPH9, 9159, 4.454393
ZNF706, 12389, 4.444479
ROBO1, 8987, 4.441994
GNB2, 4084, 4.438815
CHCHD6, 1894, 4.387749
KLK7, 5310, 4.380456
NT5DC3, 7203, 4.380424
ZCCHC18, 11965, 4.377439
RBBP7, 8686, 4.376991
TKFC, 10772, 4.375883
BATF3, 940, 4.354130
CANX, 1423, 4.350652
C2orf80, 1274, 4.341641
HACD4, 4352, 4.340509
LSM4, 5961, 4.330462
TUBB6, 11355, 4.329787
