TFPT, 7874, 5.676490
CDT1, 1334, 5.454834
GFRA2, 2942, 5.365986
GPX3, 3115, 5.118803
SLC39A10, 7184, 4.957980
ZBTB16, 8782, 4.920976
LOC101928433, 4214, 4.908424
SAP30L, 6799, 4.830508
CRIP2, 1705, 4.820143
MKX, 4702, 4.765852
ANGPTL4, 311, 4.738716
HR, 3401, 4.720391
SLCO4A1, 7242, 4.700861
NAP1L5, 4979, 4.632642
CD63, 1260, 4.587715
MIR99AHG, 4689, 4.563594
ZNF358, 8964, 4.510085
SCN1A, 6839, 4.508278
DPP7, 2117, 4.499709
SCARNA17, 6828, 4.492092
MT1E, 4844, 4.478416
MAD1L1, 4410, 4.460779
RBP1, 6422, 4.449750
HTR1E, 3451, 4.448231
FBXO33, 2651, 4.437617
LINC01296, 4123, 4.431372
MAP2K2, 4457, 4.427705
TEX29, 7861, 4.427093
WFDC1, 8686, 4.411031
TXNRD3, 8411, 4.364638
COL5A2, 1621, 4.358999
EPAS1, 2367, 4.339854
AIFM2, 219, 4.328349
LGI4, 4046, 4.309548
EPHB6, 2384, 4.291843
TESPA1, 7856, 4.289460
SLC39A12, 7185, 4.288260
NNMT, 5168, 4.277587
SLC25A1, 7109, 4.276419
MAFK, 4419, 4.273506
MT1A, 4842, 4.221337
SLC22A18, 7100, 4.219171
STBD1, 7578, 4.216838
MYBPC1, 4912, 4.215414
WDR24, 8658, 4.209513
PEX5L, 5672, 4.181551
TMEM155, 7997, 4.147433
RHBDL3, 6508, 4.135209
ACADVL, 57, 4.134816
NCOA4, 5013, 4.131095
CLU, 1535, 4.125163
VIP, 8595, 4.114390
CTSH, 1770, 4.112491
ASGR2, 555, 4.105608
FBXL7, 2639, 4.102888
C6orf89, 982, 4.085504
POTEF, 5944, 4.081026
IGF1, 3527, 4.070508
TNNT2, 8142, 4.055591
ZBBX, 8773, 4.042698
ZBTB20, 8785, 4.029269
AATF, 12, 4.009095
LGI3, 4045, 3.982631
TMEM50A, 8076, 3.982578
PLXDC1, 5868, 3.977933
CAMK1G, 1065, 3.976249
GPR20, 3091, 3.966042
JUN, 3707, 3.961934
PPP1CB, 5997, 3.958378
LRRC32, 4315, 3.954101
RRP12, 6710, 3.950197
